Year,Units,title,sex,Bundesland,GeoCode,Value
1997,percentage (%),foreign school graduates,,sl,100000000000.0,82.8
1998,percentage (%),foreign school graduates,,sl,100000000000.0,80.6
1999,percentage (%),foreign school graduates,,sl,100000000000.0,79.2
2000,percentage (%),foreign school graduates,,sl,100000000000.0,76.1
2001,percentage (%),foreign school graduates,,sl,100000000000.0,80.8
2002,percentage (%),foreign school graduates,,sl,100000000000.0,83.1
2003,percentage (%),foreign school graduates,,sl,100000000000.0,82.3
2004,percentage (%),foreign school graduates,,sl,100000000000.0,83.3
2005,percentage (%),foreign school graduates,,sl,100000000000.0,84.9
2006,percentage (%),foreign school graduates,,sl,100000000000.0,85.9
2007,percentage (%),foreign school graduates,,sl,100000000000.0,88.1
2008,percentage (%),foreign school graduates,,sl,100000000000.0,87.9
2009,percentage (%),foreign school graduates,,sl,100000000000.0,89.7
2010,percentage (%),foreign school graduates,,sl,100000000000.0,89.8
2011,percentage (%),foreign school graduates,,sl,100000000000.0,91.0
2012,percentage (%),foreign school graduates,,sl,100000000000.0,93.2
2013,percentage (%),foreign school graduates,,sl,100000000000.0,91.7
2014,percentage (%),foreign school graduates,,sl,100000000000.0,92.5
2015,percentage (%),foreign school graduates,,sl,100000000000.0,90.8
2016,percentage (%),foreign school graduates,,sl,100000000000.0,83.0
2017,percentage (%),foreign school graduates,,sl,100000000000.0,84.9
2018,percentage (%),foreign school graduates,,sl,100000000000.0,79.8
2019,percentage (%),foreign school graduates,,sl,100000000000.0,78.5
1996,percentage (%),foreign school graduates,female,sl,100000000000.0,76.6
1997,percentage (%),foreign school graduates,female,sl,100000000000.0,82.8
1998,percentage (%),foreign school graduates,female,sl,100000000000.0,80.6
1999,percentage (%),foreign school graduates,female,sl,100000000000.0,79.2
2000,percentage (%),foreign school graduates,female,sl,100000000000.0,76.1
2001,percentage (%),foreign school graduates,female,sl,100000000000.0,80.8
2002,percentage (%),foreign school graduates,female,sl,100000000000.0,83.1
2003,percentage (%),foreign school graduates,female,sl,100000000000.0,82.3
2004,percentage (%),foreign school graduates,female,sl,100000000000.0,83.3
2005,percentage (%),foreign school graduates,female,sl,100000000000.0,84.9
2006,percentage (%),foreign school graduates,female,sl,100000000000.0,85.9
2007,percentage (%),foreign school graduates,female,sl,100000000000.0,88.1
2008,percentage (%),foreign school graduates,female,sl,100000000000.0,87.9
2009,percentage (%),foreign school graduates,female,sl,100000000000.0,89.7
2010,percentage (%),foreign school graduates,female,sl,100000000000.0,89.8
2011,percentage (%),foreign school graduates,female,sl,100000000000.0,91.0
2012,percentage (%),foreign school graduates,female,sl,100000000000.0,93.2
2013,percentage (%),foreign school graduates,female,sl,100000000000.0,91.7
2014,percentage (%),foreign school graduates,female,sl,100000000000.0,92.5
2015,percentage (%),foreign school graduates,female,sl,100000000000.0,90.8
2016,percentage (%),foreign school graduates,female,sl,100000000000.0,83.0
2017,percentage (%),foreign school graduates,female,sl,100000000000.0,84.9
2018,percentage (%),foreign school graduates,female,sl,100000000000.0,79.8
2019,percentage (%),foreign school graduates,female,sl,100000000000.0,83.9
1996,percentage (%),foreign school graduates,male,sl,100000000000.0,67.7
1997,percentage (%),foreign school graduates,male,sl,100000000000.0,73.4
1998,percentage (%),foreign school graduates,male,sl,100000000000.0,70.9
1999,percentage (%),foreign school graduates,male,sl,100000000000.0,70.6
2000,percentage (%),foreign school graduates,male,sl,100000000000.0,70.3
2001,percentage (%),foreign school graduates,male,sl,100000000000.0,68.1
2002,percentage (%),foreign school graduates,male,sl,100000000000.0,72.6
2003,percentage (%),foreign school graduates,male,sl,100000000000.0,78.0
2004,percentage (%),foreign school graduates,male,sl,100000000000.0,75.4
2005,percentage (%),foreign school graduates,male,sl,100000000000.0,79.1
2006,percentage (%),foreign school graduates,male,sl,100000000000.0,81.9
2007,percentage (%),foreign school graduates,male,sl,100000000000.0,80.4
2008,percentage (%),foreign school graduates,male,sl,100000000000.0,81.2
2009,percentage (%),foreign school graduates,male,sl,100000000000.0,82.9
2010,percentage (%),foreign school graduates,male,sl,100000000000.0,85.8
2011,percentage (%),foreign school graduates,male,sl,100000000000.0,87.8
2012,percentage (%),foreign school graduates,male,sl,100000000000.0,86.7
2013,percentage (%),foreign school graduates,male,sl,100000000000.0,88.6
2014,percentage (%),foreign school graduates,male,sl,100000000000.0,87.8
2015,percentage (%),foreign school graduates,male,sl,100000000000.0,85.2
2016,percentage (%),foreign school graduates,male,sl,100000000000.0,66.9
2017,percentage (%),foreign school graduates,male,sl,100000000000.0,68.4
2018,percentage (%),foreign school graduates,male,sl,100000000000.0,71.9
2019,percentage (%),foreign school graduates,male,sl,100000000000.0,73.8
1996,percentage (%),foreign school graduates,,sn,140000000000.0,63.9
1997,percentage (%),foreign school graduates,,sn,140000000000.0,69.1
1998,percentage (%),foreign school graduates,,sn,140000000000.0,68.8
1999,percentage (%),foreign school graduates,,sn,140000000000.0,73.3
2000,percentage (%),foreign school graduates,,sn,140000000000.0,80.2
2001,percentage (%),foreign school graduates,,sn,140000000000.0,75.4
2002,percentage (%),foreign school graduates,,sn,140000000000.0,68.2
2003,percentage (%),foreign school graduates,,sn,140000000000.0,77.9
2004,percentage (%),foreign school graduates,,sn,140000000000.0,80.1
2005,percentage (%),foreign school graduates,,sn,140000000000.0,80.7
2006,percentage (%),foreign school graduates,,sn,140000000000.0,81.2
2007,percentage (%),foreign school graduates,,sn,140000000000.0,79.4
2008,percentage (%),foreign school graduates,,sn,140000000000.0,83.8
2009,percentage (%),foreign school graduates,,sn,140000000000.0,88.1
2010,percentage (%),foreign school graduates,,sn,140000000000.0,84.8
2011,percentage (%),foreign school graduates,,sn,140000000000.0,88.3
2012,percentage (%),foreign school graduates,,sn,140000000000.0,89.4
2013,percentage (%),foreign school graduates,,sn,140000000000.0,84.8
2014,percentage (%),foreign school graduates,,sn,140000000000.0,84.6
2015,percentage (%),foreign school graduates,,sn,140000000000.0,85.2
2016,percentage (%),foreign school graduates,,sn,140000000000.0,84.6
2017,percentage (%),foreign school graduates,,sn,140000000000.0,81.8
2018,percentage (%),foreign school graduates,,sn,140000000000.0,77.3
2019,percentage (%),foreign school graduates,,sn,140000000000.0,79.1
1996,percentage (%),foreign school graduates,female,sn,140000000000.0,75.5
1997,percentage (%),foreign school graduates,female,sn,140000000000.0,72.5
1998,percentage (%),foreign school graduates,female,sn,140000000000.0,73.9
1999,percentage (%),foreign school graduates,female,sn,140000000000.0,74.2
2000,percentage (%),foreign school graduates,female,sn,140000000000.0,87.7
2001,percentage (%),foreign school graduates,female,sn,140000000000.0,85.0
2002,percentage (%),foreign school graduates,female,sn,140000000000.0,72.6
2003,percentage (%),foreign school graduates,female,sn,140000000000.0,84.9
2004,percentage (%),foreign school graduates,female,sn,140000000000.0,86.8
2005,percentage (%),foreign school graduates,female,sn,140000000000.0,84.7
2006,percentage (%),foreign school graduates,female,sn,140000000000.0,89.3
2007,percentage (%),foreign school graduates,female,sn,140000000000.0,85.7
2008,percentage (%),foreign school graduates,female,sn,140000000000.0,90.4
2009,percentage (%),foreign school graduates,female,sn,140000000000.0,91.3
2010,percentage (%),foreign school graduates,female,sn,140000000000.0,89.8
2011,percentage (%),foreign school graduates,female,sn,140000000000.0,90.6
2012,percentage (%),foreign school graduates,female,sn,140000000000.0,91.8
2013,percentage (%),foreign school graduates,female,sn,140000000000.0,87.9
2014,percentage (%),foreign school graduates,female,sn,140000000000.0,87.3
2015,percentage (%),foreign school graduates,female,sn,140000000000.0,88.4
2016,percentage (%),foreign school graduates,female,sn,140000000000.0,87.6
2017,percentage (%),foreign school graduates,female,sn,140000000000.0,86.3
2018,percentage (%),foreign school graduates,female,sn,140000000000.0,83.9
2019,percentage (%),foreign school graduates,female,sn,140000000000.0,82.7
1996,percentage (%),foreign school graduates,male,sn,140000000000.0,55.7
1997,percentage (%),foreign school graduates,male,sn,140000000000.0,64.4
1998,percentage (%),foreign school graduates,male,sn,140000000000.0,64.7
1999,percentage (%),foreign school graduates,male,sn,140000000000.0,72.5
2000,percentage (%),foreign school graduates,male,sn,140000000000.0,73.0
2001,percentage (%),foreign school graduates,male,sn,140000000000.0,66.8
2002,percentage (%),foreign school graduates,male,sn,140000000000.0,63.6
2003,percentage (%),foreign school graduates,male,sn,140000000000.0,71.5
2004,percentage (%),foreign school graduates,male,sn,140000000000.0,73.3
2005,percentage (%),foreign school graduates,male,sn,140000000000.0,76.9
2006,percentage (%),foreign school graduates,male,sn,140000000000.0,74.3
2007,percentage (%),foreign school graduates,male,sn,140000000000.0,73.2
2008,percentage (%),foreign school graduates,male,sn,140000000000.0,77.0
2009,percentage (%),foreign school graduates,male,sn,140000000000.0,84.7
2010,percentage (%),foreign school graduates,male,sn,140000000000.0,80.0
2011,percentage (%),foreign school graduates,male,sn,140000000000.0,86.2
2012,percentage (%),foreign school graduates,male,sn,140000000000.0,87.2
2013,percentage (%),foreign school graduates,male,sn,140000000000.0,82.0
2014,percentage (%),foreign school graduates,male,sn,140000000000.0,82.2
2015,percentage (%),foreign school graduates,male,sn,140000000000.0,82.4
2016,percentage (%),foreign school graduates,male,sn,140000000000.0,82.0
2017,percentage (%),foreign school graduates,male,sn,140000000000.0,78.1
2018,percentage (%),foreign school graduates,male,sn,140000000000.0,72.5
2019,percentage (%),foreign school graduates,male,sn,140000000000.0,76.4
1996,percentage (%),foreign school graduates,,st,150000000000.0,70.5
1997,percentage (%),foreign school graduates,,st,150000000000.0,60.7
1998,percentage (%),foreign school graduates,,st,150000000000.0,63.9
1999,percentage (%),foreign school graduates,,st,150000000000.0,72.0
2000,percentage (%),foreign school graduates,,st,150000000000.0,70.9
2001,percentage (%),foreign school graduates,,st,150000000000.0,72.1
2002,percentage (%),foreign school graduates,,st,150000000000.0,64.6
2003,percentage (%),foreign school graduates,,st,150000000000.0,64.4
2004,percentage (%),foreign school graduates,,st,150000000000.0,64.4
2005,percentage (%),foreign school graduates,,st,150000000000.0,71.0
2006,percentage (%),foreign school graduates,,st,150000000000.0,75.9
2007,percentage (%),foreign school graduates,,st,150000000000.0,78.5
2008,percentage (%),foreign school graduates,,st,150000000000.0,82.7
2009,percentage (%),foreign school graduates,,st,150000000000.0,82.2
2010,percentage (%),foreign school graduates,,st,150000000000.0,81.2
2011,percentage (%),foreign school graduates,,st,150000000000.0,81.0
2012,percentage (%),foreign school graduates,,st,150000000000.0,83.5
2013,percentage (%),foreign school graduates,,st,150000000000.0,87.1
2014,percentage (%),foreign school graduates,,st,150000000000.0,81.0
2015,percentage (%),foreign school graduates,,st,150000000000.0,75.1
2016,percentage (%),foreign school graduates,,st,150000000000.0,66.0
2017,percentage (%),foreign school graduates,,st,150000000000.0,60.0
2018,percentage (%),foreign school graduates,,st,150000000000.0,61.8
2019,percentage (%),foreign school graduates,,st,150000000000.0,70.6
1996,percentage (%),foreign school graduates,female,st,150000000000.0,81.8
1997,percentage (%),foreign school graduates,female,st,150000000000.0,67.9
1998,percentage (%),foreign school graduates,female,st,150000000000.0,74.6
1999,percentage (%),foreign school graduates,female,st,150000000000.0,80.3
2000,percentage (%),foreign school graduates,female,st,150000000000.0,86.2
2001,percentage (%),foreign school graduates,female,st,150000000000.0,87.9
2002,percentage (%),foreign school graduates,female,st,150000000000.0,85.5
2003,percentage (%),foreign school graduates,female,st,150000000000.0,78.5
2004,percentage (%),foreign school graduates,female,st,150000000000.0,74.4
2005,percentage (%),foreign school graduates,female,st,150000000000.0,73.6
2006,percentage (%),foreign school graduates,female,st,150000000000.0,86.4
2007,percentage (%),foreign school graduates,female,st,150000000000.0,88.3
2008,percentage (%),foreign school graduates,female,st,150000000000.0,82.9
2009,percentage (%),foreign school graduates,female,st,150000000000.0,87.4
2010,percentage (%),foreign school graduates,female,st,150000000000.0,79.3
2011,percentage (%),foreign school graduates,female,st,150000000000.0,81.3
2012,percentage (%),foreign school graduates,female,st,150000000000.0,87.1
2013,percentage (%),foreign school graduates,female,st,150000000000.0,91.5
2014,percentage (%),foreign school graduates,female,st,150000000000.0,85.0
2015,percentage (%),foreign school graduates,female,st,150000000000.0,79.3
2016,percentage (%),foreign school graduates,female,st,150000000000.0,73.9
2017,percentage (%),foreign school graduates,female,st,150000000000.0,69.4
2018,percentage (%),foreign school graduates,female,st,150000000000.0,66.2
2019,percentage (%),foreign school graduates,female,st,150000000000.0,76.4
1996,percentage (%),foreign school graduates,male,st,150000000000.0,64.1
1997,percentage (%),foreign school graduates,male,st,150000000000.0,55.1
1998,percentage (%),foreign school graduates,male,st,150000000000.0,56.0
1999,percentage (%),foreign school graduates,male,st,150000000000.0,64.1
2000,percentage (%),foreign school graduates,male,st,150000000000.0,59.0
2001,percentage (%),foreign school graduates,male,st,150000000000.0,61.8
2002,percentage (%),foreign school graduates,male,st,150000000000.0,49.3
2003,percentage (%),foreign school graduates,male,st,150000000000.0,53.1
2004,percentage (%),foreign school graduates,male,st,150000000000.0,56.8
2005,percentage (%),foreign school graduates,male,st,150000000000.0,67.8
2006,percentage (%),foreign school graduates,male,st,150000000000.0,65.1
2007,percentage (%),foreign school graduates,male,st,150000000000.0,71.9
2008,percentage (%),foreign school graduates,male,st,150000000000.0,82.5
2009,percentage (%),foreign school graduates,male,st,150000000000.0,78.9
2010,percentage (%),foreign school graduates,male,st,150000000000.0,83.5
2011,percentage (%),foreign school graduates,male,st,150000000000.0,80.7
2012,percentage (%),foreign school graduates,male,st,150000000000.0,79.2
2013,percentage (%),foreign school graduates,male,st,150000000000.0,83.5
2014,percentage (%),foreign school graduates,male,st,150000000000.0,77.6
2015,percentage (%),foreign school graduates,male,st,150000000000.0,71.6
2016,percentage (%),foreign school graduates,male,st,150000000000.0,60.9
2017,percentage (%),foreign school graduates,male,st,150000000000.0,54.5
2018,percentage (%),foreign school graduates,male,st,150000000000.0,58.7
2019,percentage (%),foreign school graduates,male,st,150000000000.0,67.3
1996,percentage (%),foreign school graduates,,sh,10000000000.0,77.3
1997,percentage (%),foreign school graduates,,sh,10000000000.0,74.5
1998,percentage (%),foreign school graduates,,sh,10000000000.0,75.8
1999,percentage (%),foreign school graduates,,sh,10000000000.0,78.0
2000,percentage (%),foreign school graduates,,sh,10000000000.0,78.5
2001,percentage (%),foreign school graduates,,sh,10000000000.0,78.5
2002,percentage (%),foreign school graduates,,sh,10000000000.0,81.6
2003,percentage (%),foreign school graduates,,sh,10000000000.0,83.7
2004,percentage (%),foreign school graduates,,sh,10000000000.0,81.1
2005,percentage (%),foreign school graduates,,sh,10000000000.0,82.1
2006,percentage (%),foreign school graduates,,sh,10000000000.0,81.4
2007,percentage (%),foreign school graduates,,sh,10000000000.0,83.9
2008,percentage (%),foreign school graduates,,sh,10000000000.0,84.7
2009,percentage (%),foreign school graduates,,sh,10000000000.0,87.3
2010,percentage (%),foreign school graduates,,sh,10000000000.0,87.6
2011,percentage (%),foreign school graduates,,sh,10000000000.0,88.2
2012,percentage (%),foreign school graduates,,sh,10000000000.0,88.6
2013,percentage (%),foreign school graduates,,sh,10000000000.0,86.1
2014,percentage (%),foreign school graduates,,sh,10000000000.0,87.1
2015,percentage (%),foreign school graduates,,sh,10000000000.0,87.0
2016,percentage (%),foreign school graduates,,sh,10000000000.0,82.8
2017,percentage (%),foreign school graduates,,sh,10000000000.0,80.2
2018,percentage (%),foreign school graduates,,sh,10000000000.0,77.7
2019,percentage (%),foreign school graduates,,sh,10000000000.0,74.3
1996,percentage (%),foreign school graduates,female,sh,10000000000.0,80.4
1997,percentage (%),foreign school graduates,female,sh,10000000000.0,82.3
1998,percentage (%),foreign school graduates,female,sh,10000000000.0,79.6
1999,percentage (%),foreign school graduates,female,sh,10000000000.0,82.9
2000,percentage (%),foreign school graduates,female,sh,10000000000.0,83.4
2001,percentage (%),foreign school graduates,female,sh,10000000000.0,83.0
2002,percentage (%),foreign school graduates,female,sh,10000000000.0,84.6
2003,percentage (%),foreign school graduates,female,sh,10000000000.0,88.5
2004,percentage (%),foreign school graduates,female,sh,10000000000.0,86.5
2005,percentage (%),foreign school graduates,female,sh,10000000000.0,85.0
2006,percentage (%),foreign school graduates,female,sh,10000000000.0,86.1
2007,percentage (%),foreign school graduates,female,sh,10000000000.0,85.9
2008,percentage (%),foreign school graduates,female,sh,10000000000.0,87.8
2009,percentage (%),foreign school graduates,female,sh,10000000000.0,89.1
2010,percentage (%),foreign school graduates,female,sh,10000000000.0,91.0
2011,percentage (%),foreign school graduates,female,sh,10000000000.0,92.2
2012,percentage (%),foreign school graduates,female,sh,10000000000.0,92.1
2013,percentage (%),foreign school graduates,female,sh,10000000000.0,87.4
2014,percentage (%),foreign school graduates,female,sh,10000000000.0,89.3
2015,percentage (%),foreign school graduates,female,sh,10000000000.0,90.5
2016,percentage (%),foreign school graduates,female,sh,10000000000.0,87.3
2017,percentage (%),foreign school graduates,female,sh,10000000000.0,86.3
2018,percentage (%),foreign school graduates,female,sh,10000000000.0,82.4
2019,percentage (%),foreign school graduates,female,sh,10000000000.0,79.7
1996,percentage (%),foreign school graduates,male,sh,10000000000.0,74.5
1997,percentage (%),foreign school graduates,male,sh,10000000000.0,67.9
1998,percentage (%),foreign school graduates,male,sh,10000000000.0,72.3
1999,percentage (%),foreign school graduates,male,sh,10000000000.0,73.2
2000,percentage (%),foreign school graduates,male,sh,10000000000.0,74.1
2001,percentage (%),foreign school graduates,male,sh,10000000000.0,74.5
2002,percentage (%),foreign school graduates,male,sh,10000000000.0,78.7
2003,percentage (%),foreign school graduates,male,sh,10000000000.0,78.8
2004,percentage (%),foreign school graduates,male,sh,10000000000.0,76.1
2005,percentage (%),foreign school graduates,male,sh,10000000000.0,79.2
2006,percentage (%),foreign school graduates,male,sh,10000000000.0,77.0
2007,percentage (%),foreign school graduates,male,sh,10000000000.0,82.0
2008,percentage (%),foreign school graduates,male,sh,10000000000.0,81.8
2009,percentage (%),foreign school graduates,male,sh,10000000000.0,85.6
2010,percentage (%),foreign school graduates,male,sh,10000000000.0,84.3
2011,percentage (%),foreign school graduates,male,sh,10000000000.0,84.4
2012,percentage (%),foreign school graduates,male,sh,10000000000.0,85.2
2013,percentage (%),foreign school graduates,male,sh,10000000000.0,84.9
2014,percentage (%),foreign school graduates,male,sh,10000000000.0,84.9
2015,percentage (%),foreign school graduates,male,sh,10000000000.0,83.6
2016,percentage (%),foreign school graduates,male,sh,10000000000.0,78.9
2017,percentage (%),foreign school graduates,male,sh,10000000000.0,75.4
2018,percentage (%),foreign school graduates,male,sh,10000000000.0,73.9
2019,percentage (%),foreign school graduates,male,sh,10000000000.0,69.8
1996,percentage (%),foreign school graduates,,th,160000000000.0,62.1
1997,percentage (%),foreign school graduates,,th,160000000000.0,60.5
1998,percentage (%),foreign school graduates,,th,160000000000.0,61.5
1999,percentage (%),foreign school graduates,,th,160000000000.0,55.9
2000,percentage (%),foreign school graduates,,th,160000000000.0,61.5
2001,percentage (%),foreign school graduates,,th,160000000000.0,61.6
2002,percentage (%),foreign school graduates,,th,160000000000.0,74.4
2003,percentage (%),foreign school graduates,,th,160000000000.0,82.6
2004,percentage (%),foreign school graduates,,th,160000000000.0,84.5
2005,percentage (%),foreign school graduates,,th,160000000000.0,82.4
2006,percentage (%),foreign school graduates,,th,160000000000.0,81.6
2007,percentage (%),foreign school graduates,,th,160000000000.0,85.6
2008,percentage (%),foreign school graduates,,th,160000000000.0,84.6
2009,percentage (%),foreign school graduates,,th,160000000000.0,89.6
2010,percentage (%),foreign school graduates,,th,160000000000.0,90.0
2011,percentage (%),foreign school graduates,,th,160000000000.0,89.4
2012,percentage (%),foreign school graduates,,th,160000000000.0,90.8
2013,percentage (%),foreign school graduates,,th,160000000000.0,84.9
2014,percentage (%),foreign school graduates,,th,160000000000.0,86.7
2015,percentage (%),foreign school graduates,,th,160000000000.0,81.8
2016,percentage (%),foreign school graduates,,th,160000000000.0,77.3
2017,percentage (%),foreign school graduates,,th,160000000000.0,53.2
2018,percentage (%),foreign school graduates,,th,160000000000.0,61.8
2019,percentage (%),foreign school graduates,,th,160000000000.0,67.1
1996,percentage (%),foreign school graduates,female,th,160000000000.0,56.5
1997,percentage (%),foreign school graduates,female,th,160000000000.0,58.3
1998,percentage (%),foreign school graduates,female,th,160000000000.0,74.4
1999,percentage (%),foreign school graduates,female,th,160000000000.0,62.8
2000,percentage (%),foreign school graduates,female,th,160000000000.0,69.4
2001,percentage (%),foreign school graduates,female,th,160000000000.0,63.1
2002,percentage (%),foreign school graduates,female,th,160000000000.0,79.0
2003,percentage (%),foreign school graduates,female,th,160000000000.0,81.2
2004,percentage (%),foreign school graduates,female,th,160000000000.0,86.1
2005,percentage (%),foreign school graduates,female,th,160000000000.0,87.8
2006,percentage (%),foreign school graduates,female,th,160000000000.0,85.7
2007,percentage (%),foreign school graduates,female,th,160000000000.0,89.7
2008,percentage (%),foreign school graduates,female,th,160000000000.0,91.5
2009,percentage (%),foreign school graduates,female,th,160000000000.0,93.7
2010,percentage (%),foreign school graduates,female,th,160000000000.0,92.9
2011,percentage (%),foreign school graduates,female,th,160000000000.0,93.3
2012,percentage (%),foreign school graduates,female,th,160000000000.0,91.6
2013,percentage (%),foreign school graduates,female,th,160000000000.0,87.9
2014,percentage (%),foreign school graduates,female,th,160000000000.0,89.5
2015,percentage (%),foreign school graduates,female,th,160000000000.0,83.7
2016,percentage (%),foreign school graduates,female,th,160000000000.0,85.4
2017,percentage (%),foreign school graduates,female,th,160000000000.0,67.4
2018,percentage (%),foreign school graduates,female,th,160000000000.0,67.9
2019,percentage (%),foreign school graduates,female,th,160000000000.0,76.4
1996,percentage (%),foreign school graduates,male,th,160000000000.0,65.1
1997,percentage (%),foreign school graduates,male,th,160000000000.0,62.5
1998,percentage (%),foreign school graduates,male,th,160000000000.0,52.6
1999,percentage (%),foreign school graduates,male,th,160000000000.0,50.8
2000,percentage (%),foreign school graduates,male,th,160000000000.0,56.4
2001,percentage (%),foreign school graduates,male,th,160000000000.0,60.0
2002,percentage (%),foreign school graduates,male,th,160000000000.0,69.5
2003,percentage (%),foreign school graduates,male,th,160000000000.0,83.7
2004,percentage (%),foreign school graduates,male,th,160000000000.0,82.9
2005,percentage (%),foreign school graduates,male,th,160000000000.0,78.0
2006,percentage (%),foreign school graduates,male,th,160000000000.0,78.7
2007,percentage (%),foreign school graduates,male,th,160000000000.0,81.7
2008,percentage (%),foreign school graduates,male,th,160000000000.0,78.8
2009,percentage (%),foreign school graduates,male,th,160000000000.0,85.5
2010,percentage (%),foreign school graduates,male,th,160000000000.0,87.2
2011,percentage (%),foreign school graduates,male,th,160000000000.0,85.5
2012,percentage (%),foreign school graduates,male,th,160000000000.0,90.0
2013,percentage (%),foreign school graduates,male,th,160000000000.0,81.5
2014,percentage (%),foreign school graduates,male,th,160000000000.0,83.1
2015,percentage (%),foreign school graduates,male,th,160000000000.0,79.9
2016,percentage (%),foreign school graduates,male,th,160000000000.0,70.7
2017,percentage (%),foreign school graduates,male,th,160000000000.0,44.9
2018,percentage (%),foreign school graduates,male,th,160000000000.0,58.8
2019,percentage (%),foreign school graduates,male,th,160000000000.0,60.9
1996,percentage (%),german school graduates (share of all german leavers),,bw,80000000000.0,93.7
1997,percentage (%),german school graduates (share of all german leavers),,bw,80000000000.0,94.0
1998,percentage (%),german school graduates (share of all german leavers),,bw,80000000000.0,94.0
1999,percentage (%),german school graduates (share of all german leavers),,bw,80000000000.0,93.9
2000,percentage (%),german school graduates (share of all german leavers),,bw,80000000000.0,93.7
2001,percentage (%),german school graduates (share of all german leavers),,bw,80000000000.0,93.7
2002,percentage (%),german school graduates (share of all german leavers),,bw,80000000000.0,93.8
2003,percentage (%),german school graduates (share of all german leavers),,bw,80000000000.0,94.3
2004,percentage (%),german school graduates (share of all german leavers),,bw,80000000000.0,94.3
2005,percentage (%),german school graduates (share of all german leavers),,bw,80000000000.0,94.7
2006,percentage (%),german school graduates (share of all german leavers),,bw,80000000000.0,95.1
2007,percentage (%),german school graduates (share of all german leavers),,bw,80000000000.0,95.5
2008,percentage (%),german school graduates (share of all german leavers),,bw,80000000000.0,95.7
2009,percentage (%),german school graduates (share of all german leavers),,bw,80000000000.0,95.6
2010,percentage (%),german school graduates (share of all german leavers),,bw,80000000000.0,95.8
2011,percentage (%),german school graduates (share of all german leavers),,bw,80000000000.0,96.0
2012,percentage (%),german school graduates (share of all german leavers),,bw,80000000000.0,96.6
2013,percentage (%),german school graduates (share of all german leavers),,bw,80000000000.0,96.2
2014,percentage (%),german school graduates (share of all german leavers),,bw,80000000000.0,95.9
2015,percentage (%),german school graduates (share of all german leavers),,bw,80000000000.0,95.9
2016,percentage (%),german school graduates (share of all german leavers),,bw,80000000000.0,95.7
2017,percentage (%),german school graduates (share of all german leavers),,bw,80000000000.0,94.8
2018,percentage (%),german school graduates (share of all german leavers),,bw,80000000000.0,94.9
2019,percentage (%),german school graduates (share of all german leavers),,bw,80000000000.0,95.2
1996,percentage (%),german school graduates (share of all german leavers),,by,90000000000.0,93.1
1997,percentage (%),german school graduates (share of all german leavers),,by,90000000000.0,92.7
1998,percentage (%),german school graduates (share of all german leavers),,by,90000000000.0,92.3
1999,percentage (%),german school graduates (share of all german leavers),,by,90000000000.0,92.6
2000,percentage (%),german school graduates (share of all german leavers),,by,90000000000.0,92.1
2001,percentage (%),german school graduates (share of all german leavers),,by,90000000000.0,91.4
2002,percentage (%),german school graduates (share of all german leavers),,by,90000000000.0,91.8
2003,percentage (%),german school graduates (share of all german leavers),,by,90000000000.0,92.5
2004,percentage (%),german school graduates (share of all german leavers),,by,90000000000.0,92.6
2005,percentage (%),german school graduates (share of all german leavers),,by,90000000000.0,93.2
2006,percentage (%),german school graduates (share of all german leavers),,by,90000000000.0,93.6
2007,percentage (%),german school graduates (share of all german leavers),,by,90000000000.0,94.0
2008,percentage (%),german school graduates (share of all german leavers),,by,90000000000.0,94.6
2009,percentage (%),german school graduates (share of all german leavers),,by,90000000000.0,94.9
2010,percentage (%),german school graduates (share of all german leavers),,by,90000000000.0,95.2
2011,percentage (%),german school graduates (share of all german leavers),,by,90000000000.0,96.4
2012,percentage (%),german school graduates (share of all german leavers),,by,90000000000.0,96.0
2013,percentage (%),german school graduates (share of all german leavers),,by,90000000000.0,96.2
2014,percentage (%),german school graduates (share of all german leavers),,by,90000000000.0,96.4
2015,percentage (%),german school graduates (share of all german leavers),,by,90000000000.0,96.3
2016,percentage (%),german school graduates (share of all german leavers),,by,90000000000.0,96.4
2017,percentage (%),german school graduates (share of all german leavers),,by,90000000000.0,96.1
2018,percentage (%),german school graduates (share of all german leavers),,by,90000000000.0,95.9
2019,percentage (%),german school graduates (share of all german leavers),,by,90000000000.0,96.0
1996,percentage (%),german school graduates (share of all german leavers),,be,110000000000.0,90.8
1997,percentage (%),german school graduates (share of all german leavers),,be,110000000000.0,90.3
1998,percentage (%),german school graduates (share of all german leavers),,be,110000000000.0,89.5
1999,percentage (%),german school graduates (share of all german leavers),,be,110000000000.0,89.5
2000,percentage (%),german school graduates (share of all german leavers),,be,110000000000.0,89.6
2001,percentage (%),german school graduates (share of all german leavers),,be,110000000000.0,91.1
2002,percentage (%),german school graduates (share of all german leavers),,be,110000000000.0,91.1
2003,percentage (%),german school graduates (share of all german leavers),,be,110000000000.0,91.2
2004,percentage (%),german school graduates (share of all german leavers),,be,110000000000.0,91.6
2005,percentage (%),german school graduates (share of all german leavers),,be,110000000000.0,92.6
2006,percentage (%),german school graduates (share of all german leavers),,be,110000000000.0,92.6
2007,percentage (%),german school graduates (share of all german leavers),,be,110000000000.0,92.4
2008,percentage (%),german school graduates (share of all german leavers),,be,110000000000.0,92.6
2009,percentage (%),german school graduates (share of all german leavers),,be,110000000000.0,92.6
2010,percentage (%),german school graduates (share of all german leavers),,be,110000000000.0,92.5
